review,sentiment
tricky thing play queen one hand actress majestic imperious show vulnerability tough situation well gathering courage resolution overcome odds since almost movie queen basic plot line br br emily blunt quite radiant victoria full performance like blame help feel like mill boon novel adaptation compared darker dramatic movie another young queen elizabeth hence blunt get run gamut queenly emotion least full extent since know young victoria see old victoria check mr brown br br jean marc vallee interesting choice director movie last c r z excellent propelled fame quite different movie remember looking gorgeous probably main similarity two movie vallee wrote c r z one julian fellowes though really enjoyed gosford park story movie much le interesting soon got lost governmental politics maybe le engaging potential beheading monarchy saying,1
man white suit like right jack take dim view labor capital alec guinness scientific genius eccentric one never gotten university degree due err accident college laboratory manages push various industrial lab textile industry film begin michael gough company gough memorable moment trying impress would father law cecil parker showing ship shape firm run lunch parker parker daughter joan greenwood gough get message regarding problem lab unexpectedly large budget problem read huge expenditure due guinness experiment choke coffee br br guinness go work parker firm repeat trick gough parker discovers greenwood discovered guinness working convinces parker continue experiment legally result guinness assistant apparently figured make artificial fiber constantly change electronic bond within molecular structure intent purpose fiber remain tact good textile made never fade get dirty wear last forever br br guinness support female shop steward chief see guinness selling rich explains done turn everyone clothes last forever need new clothes soon parker fellow textile tycoon led gough ernest theisinger wonderful performance howard marion crawford equally panic stricken may end business seek suppress invention greenwood corner although parker sort sympathizes guinness try get news discovery public br br end guinness defeated science well greed end film seeing error calculation guess one day may still pull discovery br br brilliant comedy argument suppression valid one point difficulty making textile shown heat thread high temperature actually enable end material united nothing show cloth stretch owner get fat contract owner get thin believe people would want one set clothing ever happened fashion change new style cloth made color white making guinness look like white knight told color dye would added earlier process effect chemical reaction maintain structure textile br br ala science paper film hypocrisy labor capital modern industry brilliant question mention keep bothering validity suppressing guinness invention,1
animation buff must even general audience enjoy cameraman revenge early example pixilation hard working pioneer wladyslaw starewicz starewicz helper painstakingly manipulated cast flexible insect figure tell story paving way like willis brien george pal ray harryhausen legion modern digital effect creator br br cameraman revenge minute long pack lot amusing detail story follows amorous adventure two beetle home nightclub hotel cinema eventually prison cell two brief dance number nightclub performed frog dragonfly scuffle beetle grasshopper large scale donnybrook cinema end projector bursting flame pretty elaborate going even john bray winsor maccay getting started walt disney still grade school br br interesting note impact alteration silent movie title card story told seen two version film offered two video company watched back back although image content almost identical two different set intertitles tell two different story plot outline someone provided tell yet third story suggests another version somewhere british film institute print rhyming intertitles tell story two sibling beetle secretly married hide information one another order inherit late father fortune russian print tell simpler story married beetle guilty infidelity russian version mr beetle visit girlfriend gay dragonfly nightclub english version brother bill beetle visit wife music hall personally prefer straightforward spicier russian story bfi version try cram much plot simple tale rhyme bit awkward br br still rendition cameraman revenge delightful film would make ideal lead great animated work feature beetle yellow submarine,1
time get psycho toy maker named joe petto get make living evil toy kill people go family bad luck simply living house mutant robot son pino get used live br br easily worst hopefully presumably last semi series one previous one look like soft core porn movie without sex nudity kind like low rent hybrid halloween iii puppet master doll bad home movie supposedly started sixth chapter series abandoned never completed hope stay way br br star br br,0
labor love frame picture perfect grab sheer emotion story telling take dream stay long movie director get heart lead minute visual poetry part emotional ride character seen movie festival got standing ovation every showing remarkable story telling transcends nationality language felt part drama unfolding casting perfect one get vijay raaz camille benoit hold br br strongly recommend film everyone appreciates good cinema wait commercial release movie,1
mario fan long remember fond memory playing super mario world kid game brought back many memory adding something new super mario galaxy latest installment amazing mario franchise much different game mario still keeping intact greatest element mario first noticeable difference story take place space br br story begin much like mario game mario receives letter princess peach inviting celebration castle mushroom kingdom upon arriving peach castle mario find bowser son bowser jr attacking castle airship bowser kidnaps princess peach lift castle space midst castle lifted space mario fall land unknown planet mario found talking star named luma taken back luma home floating space station mario meet many lumas also meet leader woman named rosalina rosalina tell mario bowser taken away space station power star scattered across universe mario help lumas find save peach thus adventure begin br br way play game flying space station galaxy galaxy consists multiple planet mario travel amongst level via shooting star retrieve power star mario many time walk way around planet without losing gravity planet small others big many planet similar classic mario environment best thing game control stuff like jumping still wiimote used many unique way game shake remote mario perform spin used primary attack game well activate shooting star also point remote screen use pointer fire star bit enemy object environment graphic far best graphic wii hard describe great game look could probably almost say look good game br br minor gripe going upside effect take getting used also story pretty weak worst part lose life turn game matter many last quit restart life still minor problem aside superb game highly entertaining challenging type game waiting wii br br perfect,1
whole point making film one earliest best international color release cinematic opera make accessible mass succeeded admirably general public would sit still love story two young exotic lover ancient egypt played typical pound tenor soprano vocal equipment sing glorious music properly hence visual substitution beautiful principal young loren handsome della marra slinky m maxwell make story much believable giving familiar plot music better chance wooed lovely aria otherwise might altogether enchanting introduction one verdi great work remember seeing junior high school certainly awakened interest opera form well acquainted still regard film fondly would recommend highly might appreciate great music accompanied better average visuals luciano della marra standout radames unfortunately audience appear film,1
back really lengthy vacation around fourth july something like day row two week paid vacation weekend holiday stayed town time hanging parent house lot br br tv apartment used watch parent tube finished watching segment x file program came called personal fx hooked instantly always fascinated item home come parent family home inheritance relative estate often wondered history value etc br br long vacation used go folk house lunch hour catch personal fx br br remember one episode co host claire carter announced new york apartment series filmed renovated said renovation complete personl fx would return air br br never personal fx first best collectible show vanished air almost fifteen year later still sore br br way go fx,1
born grew watching tv movie week early loved creepy movie routinely shown including crowhaven farm bad ronald satan school girl kolchak night stalker etc one plain dumb obviously writer trying capitalize horrific manson murder year earlier movie star dennis weaver mccloud duel fame father take family camping beach family encounter hippy reason decide terrorize family reason never explained weaver pacifistic stance hard swallow god sake call police beat hell something sit whine acting pretty lame story unbelievable etc susan dey look cute bikini ignore ever air tv,0
movie angel universe pure masterpiece prof make brilliant movie low budget e g american beauty blair witch project director fridrik thór fridriksson give novel englar alheimsins new life white screen movie breakthrough icelandic film making biggest greatest movie done iceland br br music film played sigurrós symbolic film absolutely brilliant recommend everybody able think go see film soon possible disappointed would bet film win best foreign film award next year  globe,1
really problem rating movie directed brilliantly obviously lot money gere dane intense although screen personality could use bit defining spicing editing cinematography excellent hand one really really sick movie one cannot help wonder whether director like stage specific scene yes one cannot help wonder many copycat movie inspire br br purely artistic term really ask people giving money produce movie,0
movie two brother supposed alike way expect smart one surgeon able write computer code genius like call sound exaggerated compare personal characteristic perceive material title br br honestly like style movie believe anxiety confusion deep blue brings purpose get much movie cheap scene tell story basically human aspect give comic book like experience however visually numbing viewer somehow brings inside blue brief dialog monotonic scene dynamic cut music abrupt noise br br movie storyline simple going dramatically pictured long minute mostly confusing delirium simulating effect drug use dynamic cut br br say openly movie meet expetations tiny bit,0
warning spoiler waste hastily fleeing year watching garbage like film impressive collection clichés poor writing worse directing even got acting yet br br course predict whole story beginning end br br hero expert fight stupid corrupt incompetent henchman one avalanche go burying hero somehow manage get alive spite going sort cliffhanger peril corrupt partner caused whole thing get fried alive together payoff money second avalanche heroically deflected renegade expert adventurous experiment evil henchman end turn heart well troubled teenager fall arm crusty stepmother saved etc etc etc etc go br br fact little reason warn spoiler could probably work whole plot gave basic ingredient least wide mark time anticipating would happen next br br discussed factual error br br agree previous commentator even though usually redeeming feature even bad movie hard pressed find one suppose gave nice scenery shot br br time since film made groan one certainly,0
one worst thing film studio exploit tragedy others commercializing shock gore factor order sell ticket able buy birch new diamond necklace another worst thing totally misrepresent true fact incredible saga fabricating event dialog image director liking lastly one worst thing film studio use bottom barrel actor shoot sound stage rented fifty cent day three travesty maker film guilty hand worst movie ever seen seen thousand score good waste celluloid filmmaker ashamed making ashamed negatively exploiting hero story people experienced tragedy firsthand living dead,0
star rating saturday night friday night friday morning sunday night monday morning br br alice defeated freddy end last film trying adjust life unborn child carrying demonous presence freddy trying come world br br interesting note director got big break directing freddy film charles russell eraser mask renny harlin long kiss goodnight cutthroat island cliffhanger die hard stephen hopkins lost space predator russell harlin made good job hopkins imo made something podge entry quickly forgotten br br story clearly stretched far go freddy ludicrously father ridiculous looking demon baby even hour half get rather tiresome course scary br br bon appetit bitch catch phrase memorable point wise forgettable entry,0
moonwalker probably film watch michael jackson fan big fan enjoyed majority film ending fantastic first minute fan br br personally believe first minute watchable many time dancing video breathtaking music fantastic listen dialogue entertaining br br includes many finest video bad snippet earlier video also includes live concert footage br br big fan michael jackson must fan like michael jackson steer well clear br br,1
waterdance main character waterdance played eric stoltz find rehab center others similarly injured must face harsh new life confined wheelchair interesting promising premise unfortunately fails deploy ensues instead largely hollywood schmaltz interesting moment certainly cast eric stoltz william forsythe wesley snipe et al brilliant perform well one would expect talent wasted character mainly stereotype one kind another thoroughly unlikeable snipe character exception suppose kind attempt break people idea handicapped crippled weak depicting part face prick make entirely annoying experience admittedly show something permanent disability go way softened romanticized useful good idea process depicted make one difficult person get along worth dealing part parcel character must varying degree despicable disneyfied either surely middle ground somewhere film conclusion eric stoltz character come accept status handicapped person since flaming narcissistic monster beginning film end care le br br addition character problem film suffers weird syndrome many hollywood movie suffer syndrome really official name might call inexplicable forgiveness syndrome go something like character abuse crap without much apology forgiven especially obnoxious example movie breakfast club one character spends film verbally bullying everybody within earshot result love one latest example spiderman supervillain sandman lay waste chunk manhattan wail spiderman seems like monotonous minute waved amount bye egregious example ifs waterdance sequence called n word william forsythe racist biker character friend previous scene wesley snipe character whoop forsythe character next scene nothing happened short time hence without much oh yeah sorry business back know called n word make wonder people actually watch movie release film eye closed kind slap together editing room according scene number call day work,0
watched tenant interpreted horror movie us many trope genre sinister apartment suspicious neighbor apparition mystery hallucination life hero trelkovsky seemed surrounded evil secret force trying drive mad br br last time watched challenged initial interpretation movie horror movie horror sense kafka novel horror fact movie understood literal level lonely man slowly becoming crazy without external influence br br polanski made career three movie dealing madness repulsion particularly like development madness heroine never convinced rosemary baby heroine driven mad evil force tenant might best study paranoia ever made cinema br br trelkovsky young man rent apartment woman killed becomes obsessed slowly start becoming wear clothes put makeup talk like possessed spirit letting wild imagination get best hesitation real imaginary polanski never resolve make fascinating movie many event movie attributed supernatural easily normal cause viewer decide believe br br although favorite polanski movie nevertheless good example ability create suspense portray madness convincing term technically speaking marvel suffice say collaborates film composer philippe sarde legendary director photography sven nykvist bergman dp making movie slow pacing sometimes uninteresting segment may make movie difficult enjoy experience nevertheless,1
claim matter hard seek never find better movie version othello love kenneth branagh magnificent masterpiece much ado nothing hamlet much dead certain also find oliver parker othello irresistible laurence fishburne various splendid role career quite terrific boy n hood always considered amusing role furious style greatest achievement course way saw br br play part othello probably challenging role whole career brilliant fantastic job irène jacob absolutely charming desdemona kenneth branagh simply phenomenal fascinating role story crooked manipulate villain iago marvelous othello part absolute elite among shakespeare ingenious work deal favorite topic crookedness envy deceitfulness jealousy movie adaptation certainly one finest film seen based william shakespeare play,1
every great gangster movie current human drama expect emotional story guilt retribution despair scarface tale ferocious greed corruption power darker side fabled american dream br br anybody complaining cheesiness film missing point superficial character cheesy music dated fashion fuel criticism life diabolical excess nothing life character really matter human level least fact film practically borderline satire ironic considering gangsta rapper positively inspired lifestyle tony montana br br brian depalma strongest directorial effort occasionally excellent well handled particularly memorable finale frequently sink sloppy misled thankfully supported strong script oliver stone probably good therapy considering coke habit tackling time theme consistent focus primarily life tony montana evolution character consumed greed power dialogue also excellent see sawing comfortably humour drama many stand line since wormed way popular culture one form another br br cast help make well really pacino film one earlier le subtle performance something much common nowadays world entirely separate michael corleone frank serpico yet watchable ever entertaining intentionally top form hard imagine another tony montana seeing film possibly one mimicked performance ever pfeiffer stood dull uncomfortable first viewing come realize play part bored little wife exceptional effort unfairly misjudged supporting player good particularly paul shenar suave alejandro sosa br br powerful occasionally humorous sometimes shocking continually controversial scarface one film eighty whatever might mean essential accessible gangster flick pop culture landmark,1
poor jane austen ought glad around see dreadful wreck adaptation many great jane austen movie come recently one deserves permanently buried along two movie despise man gray flannel suit version david copperfield main beef movie completely miss point book jane austen poking fun gothic mania society much novel tongue cheek movie however serious come across terribly melodramatically lighthearted fun poking flavor austen writing completely conspicuously absent ponderous foray iinto horror meet period drama scene catherine imagination gratuitous uninteresting also henry tilney dreadfully unappealing ask would anyone fall looking fun filled jane austen evening watch emma instead,0
take place harlem black owned nightclub deal gangster corrupt policeman br br terrible vanity project eddie murphy try mix comedy drama fails comedy simply funny drama boring badly acted think film three comedy legend eddie murphy redd foxx richard pryor would great nonstop swearing opening scene young boy shooting man death shown ok also beautiful della reese degraded playing madam one comedic highlight long unfunny terribly vicious fight murphy boring offensive stupid mess worst murphy movie pretty close way,0
watched last night first time year bad really bad enough hilariously awful moment worth watching first deliberate make boy babysat completely effeminate even say costello la mae west fascinate costello double take god know would happened babysitter hunk kid would seduced heartbeat principal male dancer totally inept roar laughter leap prance talent whatsoever giant grave never looked better life two romantic lead zero waste abbott get sing one line dubbed another singer geez guess even carry tune costello manage charming fear nothing number guess small child might like much recommend oh seductive effeminate boy aspect alone blew away plus fact family accepted anyone street reference babysit child today little femmy boy would taken away,0
read lot people disappointed film compared part initially could understand bit thought think wrong soderbergh continues fact based telling che life started part part told story revolution moving unpromising beginning ultimately successful conclusion part tell story revolution move unpromising beginning completely unsuccessful conclusion soderbergh fault part che life completely different outcome bravely chooses tell fairly straightforward way viewer may feel lot better coming cinema part part reality che life opinion fault director film far perfect probably long least part saw different aspect war guerrilla success part catch break see number constantly reduced death capture che capture death dealt well film greatly enhanced dialogue spanish benicio del toro excellent charismatic argentinian seen part see similar telling different story part,1
good year film maybe even great one missing gong went long way convincing fan ol oscar little hood ornament good party member br br nomination single title academy disdain one greatest director one wait another year whatever prejudice prevented handing statue allowed give schindler list arguably good half polish br br get wrong schindler classic knocking africa year either mind class behind one epic story suffering hope brought tear big cryer br br maybe music superb cinematography sumptuous likely simply acting whoopi proved u much comedienne danny glover never heard course oprah br br rest history time knew,1
honestly fail understand people love show much friend mine watch since like sci fi tried watch along since plot show sounded promising truth really boring show thing keep awake show video game like cgi effect complete overuse muppets note call muppets actually really look like muppets like alien br br speaking muppets make effect horribly overused show guy could best described alien dwarf hybrid pale girl look like cheesy vamp girl got floating potty mouth frog alien feel unnecessary furthermore even point feel distracted whole storyline lost astronaut br br every episode also much stand alone creator show directed way every episode almost feel like whole show least point see main character muppets whole plot main character getting back earth way much pushed background point acting also quite bad br br conclusion want good sci fi look somewhere else even real sci fi begin opinion since show aimed fantasy element puppetry weird dream going want see muppets suggest watch muppet show feel glad abomination show come end br br way anyone dejavu concept living spaceship ohyeah thats right doctor started concept almost year ago show like collection sci fi leftover script event abandoned good reason picked horrible show,0
principally story two men part portuguese revolution easy understand contest usually director start historical fact speak something else show also period fact everything happen couple day revolution act could also seen kind documentary movie focalize two people showing normal like common hero revolution come people although made military army title understand capitaes main character nice color light whole movie excellent work director first movie fall banal way well shown emotion passion people crowd character maia main one well made also good interpretation stefano accorsi able show maia limit hero,1
disney movie dare something different least awarded effort hole make mistake one would expect disney movie troubled teenager put camp first time event explained detail flashback scene really serve purpose present several mature topic may surprise viewer must admit first bit put seriousness movie soon realized endure moment see beauty story besides story movie also good job questioning method used correctional facility one example caveman forbidden teach zero read dig hole order build character like learning read contribute hole movie smart beautiful must watch,1
thanks bbc show used suffer inferiority complex hated leaving house talking new people overwhelming sense people hated however watching one episode non blonde fortune started change episode started applying new job wearing fashionable clothes actually felt talented series finished running sale department work banging plethora woman frequently karaoke competition local ever confidence crisis know turn take trip poundland pick dvd p,0
almost tempted demand money back video store movie plumb depth inanity almost completely unwatchable never bail film early painful view thorough waste celluloid vote would zero,0
many negative review stay away joe stay quiet longer let injustice happen side heard yet br br elvis presley movie guilty pleasure simple reason perfect film pure relaxation think watch mean worry missing complex plot never proper plot start kick shoe grab beer sit back switch brain enjoy general wackiness catchy easy going rock n roll tune grooviest decade br br book stay away joe definitely fall bad good category like appreciate trash value ultimate camp experience bad almost surrealistic watch think possibly get worse surprise imaginable way end amazed new level stupidity know whether laugh cry nutshell love damn amusing generation actually made film like still give though hit bottom became instant bad movie classic,0
caligula share many attribute fellini satyricon bizarre sight freakishness depiction sexual excess set glory ancient rome fellini first entertaining far much screen time devoted bug eyed rubber faced mcdowell titular role performance far fey campy convincing portrayal jay robinson robe david cain haughton emperor caligula far persuasive believable latter nuanced relief could judiciously provided developing surrounding character fully little cypher one example role macro played guido mannari tremendous screen presence important role mostly left background positive feature credit adroit use prokofiev stravinsky theme music score inclusion distasteful nevertheless accurate action despot two factor far le needed relieve prevailing tedium however,0
love jane austen story read two p p seen adaption reaching persuasion bookcase make sense story also refusing believe jane austen could written nonsense thought base film jane austen novel really go wrong turn great pretty much default wrong br br first character sympathise like least one likable character get audience invest emotion deliver sure wanted anne wentworth get together know purpose story getting together instead resist urge throw teacup tv continue watching end br br anne utterly annoying throughout end really idea wentworth smitten seemed nothing attracted meek bland dull socially inadequate came across like sheep following everyone else instruction rather mind still work lead character well done well br br character displaying various degree narcissism mary worst full blown narcissistic personality disorder mr bennet p p similar flaw still endearing whereas mary freak show loathsome funny br br wentworth handsome seemed like decent kind guy part story wondering kind person love anne surely kind guy would want person little bit alive acting wise much say reacted character portrayed rather good bad people acting anthony head excellent soon saw expected le br br also found story confusing end movie seemed elizabeth anne stepmother fact sister still whole anne wentworth back story also bit fuzzy together broke bitter come wondering quite time explanation seemed dumped persuaded someone said kind way almost missed somehow unimportant unimportant core story also lot name dropping real feel character louisa person instance friend family made clear different character relationship one another lady russell lot mr croft wentworth brother sister felt unrealistic mr croft looked old enough mother br br final kiss yes bit strange kissing street really think busy yelling get already tv anne lip trembled trembled trembled felt like age actually met wentworth hesitation couple second half minute br br issue camera work regular movie watcher pay attention angle unless decide look decide still noticed mean filmmaker good job lot conversation extreme facial closeup something used really important point made adaption used therefore lacked meaning hand held feeling occasion also really work period drama camera work running scene end also felt contemporary mention running austen adaption caught itv austen season make wonder worth watching northanger abbey mansfield park read book leave sad say jane austen adaption enjoy maybe watch version instead bbc renowned done beautiful austen adaptation,0
mixing small town sheriff high school student fake rock music weirdo kill well reason particular film essentially make giant gila monster except without gila monster course br br anyone actually seen giant gila monster know one worst made film time frequently slow even funny believe giant gila monster earned reputation young director dying get work sequel let alone remake someone please explain film made dance sequence way historically interesting although three year date even spoiled since go,0
start fairly well quite disturbing quickly sink annoying mess br br dee snider twisted sister infamy apparently penned screenplay idea idea cyber stalking pierce freak potential really blow uneven pacing bad dialogue one greatest non ending ever see despite lifeless performance director manages genuinely creepy first reel really look like going good low budget effort br br luck plot go map snider character relentlessly spit tiresome psychotic fortune cookie line supposed pas meaningful dialogue worse supporting cast barely register halfway believable dialogue come young girl help detective navigate internet br br waste great idea oh new twisted sister song care,0
baby big brother assuming hungry bottle nourishment diaper change screaming non stop many hour without care definitely stupid take baby safe place need br br road miraculously clear whenever anyone wanted drive somewhere uprooted tree fall road block br br imagine cop roadblock immediately following young person would crash especially said dangerous go br br said nice movie child could safely watch change,0
dad good time watching flick today guy primarily known serious role de niro heckuva comic actor course help past film image play consider one role minute cop deal interference mass medium interesting set compare contrast performance br br murphy play another axel foley sort character shatner play burlesque parallel world self best known tj hooker star trek br br interesting watch film comment contrast reality police work fictional counterpart tv film shatner lecture proper mean sliding across car hood de niro point holster scratch hood finish ironically film progress de niro character begin incorporate illusion tv cop reality real world case working br br film draw inspiration gamut source one could make comment derivative well satire need derive humor order exist besides film quirky moment originality example reasonably sure method villain death never done br br one quibble reality weapon involved gun kind recoil order penetrate steel bullet enough inertia penetrate bullet highest level inertia moment firing firing volley tank killer bullet driven shooter back onto butt oh heck satire maybe gun lack recoil satire b f gun used casually thriller br br,1
certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer message talent doppelganger split end like ok quite expecting let see movie say certainly ridiculous sweet idea actually coherent story strange way br br point movie logical entertaining communicate emotional level easily bored many movie one kept interest throughout br br think story may auto biographical root guess horribly bad good looking movie person may done experience,1
st watched  dir robert elli miller emotional christmas fluff really get specific enough explain real story happened factual based incident man wrongly put jail trying get job family make christmas happen three kid family run away home trek washington c enlist president united state herbert hoover trek provides side story like positive encounter hobo puppeteer make story kind like disney animal run movie quite fit ending detail given president helped family another downpoint movie opinion movie eventually bring tear take long get movie supposed original tv movie according imdb obvious fade out make look way  sure information accurate simple movie could complex happy christmas like story blandly played without lot substance,0
sorry see rated low many people series started good first season good br br people tend forget beginning something look end good look total end result sad lot usual character died damn lot nice new character br br please attach character attach series plot please understand like boone died augur died well need done imagine everyone keep living whole series lot danger time come face die would invincible way always keep tension survive die realize people attach self character favorite character augur one could get every computer wanted one mysterious could thing computer one else could br br wish make one statement people vote negative series started good deserve low rating look final season instead total see good series started see much enjoyed,1
first one law enforcement experience er emt real law enforcement take show seriously walker would drummed police force u illegal totally unprofessional tactic top comic book character acting ability incredibly trite line character development fact alex cahill love show dumb blonde really trivett ultimate clown black face come think walker heartfelt show without bias explain jt treated dolt always subject walker joke never allowed one solve crime never rescue walker dead time stupid thing may true many criminal even dumber detective go believe cop dumber dirt smart one walker come never seem get point walker captured jerk need put misery norris produced show well starred could willingly get rid even show stupid tactic six guy going wait around take one time terrible series demeaning hokey western like lone ranger roy rogers cisco kid wild bill hickock though would imagine far young remember show like show way show walker tr insulting plain silly,0
yowsa really want action check babe bomb non stop thriller veteran star martin sheen lead trio supermodel mission stop nuclear terrorism director dean hamilton let heavy plotline get way massive dos teensy swimsuit scene jiggly beach jog hubba hubba hot tub like want action get pearl harbor want babe get eyeful every two minute want go buy video yowsa yowsa yowsa mighty spicy meatball,1
one people walk movie based source material automatically say book better know better demote value movie faithful adaptation lengthy process lot decision go making movie sometimes director editor cinematographer producer control certainly original author control therefore unreasonable expect movie exactly word word book play video game disneyland ride whatever movie judged standard fit society moreover successful movie made material relevant society belongs based source material relevance need reexamined enhanced filmmaker br br film like blood follow paradigm based novel written turn century oil feel relevant thing like iraq war energy concern film country origin u experiencing even king kong based original film benefit using new technology concern animal right people br br said understand even bothered make movie besides great performance guaranteed oscar nod shanley director writer fee royalty get movie seems come nowhere simply stayed play movie essentially play say nothing new reprehensible sexual atrocity committed many case covered catholic church abroad say nothing new different original play help compare movie another movie came around time frost nixon also based play frost nixon nixon regret seems relevant seems come time president bush leave office regret nixon depicted play movie war presidency could easily reflected bush presidency respect frost nixon seemed relevant actually benefited wider distribution via film got people talking reflecting political status quo country time contrast doubt felt like yesterday news seem offer anything play offer br br course movie good performance outstanding screenplay adaptation apt stay play besides marketing financial reason make movie gave audience nothing new discus awful subject,0
rarely make comment felt compelled spare others pain endured watching movie stupid implausible overall story detail simply suspend disbelief problem start early see government researcher tooling around new porsche dining team restaraunt look like castle overlooking capitol building washington c kind life government salary hah get worse toward end bad guy start killing good guy latter group act stupidly want die order cleanse gene pool special effect pretty good producer money buy lead actor great film screenplay direction moronic many people wondered whether deliberate intelligence behind paul verhoeven previous facially stupid movie showgirl starship trooper movie stop wondering plain bad,0
great movie laughing time well austria get along german bavarian kind humor guess movie make sense watching german native speaker stefan erkan talking new kind turkish german accent became really popular country ger aut course stupid every comedy personal humor decide whether thumb,1
routine mission iraq group delta soldier recover computer hard drive alqueda training camp detailing location weapon specialist dr walsh witnessing termination top secret weapon development program dr walsh find alternative funding source set new research facility deep notorious belzan forest chechnya developing weapon selling chechnyan rebel team delta sent black ops mission retrieve doctor technology russian find lab delta team soon discover doctor latest weapon flock large carnivorous bat genetically altered develop taste human flesh found movie much better expecting lot action lot blood le would expect creature feature acting great passable certainly seen worse overall enjoyable movie good popcorn movie,1
ostensibly story young child jimmy stewart doris day kid get kidnapped keep parent quiet know something plot assassinate ambassador unnamed country performance albert hall london br br movie rich hitchcockian incident friendly opaque frenchman seems grill innocent stewart doctor indiana little intensely merely idly curious later frenchman show arab disguise knife back whisper information murder plot stewart stewart tell wife doris day looking saucy indeed refuse cooperate police risk son life br br instead couple try track assassin buy get son back taking morocco hitchcock given u usual tourist eye view custom location food london hilarious wild goose chase involving set stewart staff taxidermy shop staff concerned guarding half stuffed specimen anything else shuffle around protectively holding carcass leopard swordfish course scuffle stewart manages save throat cut swordfish bill bitten hand stuffed tiger action boosted along bernard hermann bumptious score scene end stewart rushing door hitchcock end shot lion head gaping slammed door also running gag well done visitor waiting around couple hotel room london waiting thing explained br br two serious issue lightly touched one relationship stewart day rosy ought considered bourgeois ideal stage musical star year internationally known given marry ordinary guy happens doc understandable say nurse flight attendant almost woman international star promising career right delved edginess noticeable original version reminds little exchange joe dimaggio wife marilyn monroe returned entertaining troop korea oh joe gushed ever see ten thousand people stand cheer seventy thousand muttered joe former hero new york yankee br br second problem one allegiance greater social value one young son unknown ambassador put loved one risk sake national stability day faced dilemma starkest form climax albert hall solution opts allegiance political stability although motif problematic scream save ambassador life release anxiety overwhelming cf alec guiness falling detonator end bridge river kwai photography extremely good setting menacing even quiet street residential neighborhood london mid day stewart alone determined frightened footstep echoing gulliver street someone somewhere followed life danger hell everybody life street hitchcock pay close attention location detail make garden wall bonding brick beside br br director rare disagreement francois truffaut interviewed truffaut otherwise laudatory book truffaut argued earlier version man knew much lacked depth later version hitchcock replied seems want make film art house audience finally agreed version work talented amateur version work professional argument br br hitchcock pretty much near zenith,1
may worst movie ever produced worst plot worst acting worst special effect prepared want watch way get enjoyment light match burn tape knowing never fall hand sane person,0
may contain spoiler br br clearly ever made film must lot connection see way really surprise one used name allen smithee surprising everyone involved use name br br anyhow begin bad dialogue crummy costume sorry looking film stock unintentional comedy top character inconsistency george w bush college career know funnier guy losing arm snowball slow motion scene baby jack frost getting killed also one great line time uttered film know like another mutant snowman talk kill people snowball great camp film bad film overall,0
never understood appeal show acting poor debra jo rupp notable exception plot episode trite uninspiring dialogue weak joke unfunny painful try sit even half episode furthermore link show extremely tenuous beyond style dress scenery background used show seems nothing modern sitcom old unfunny clichéd script modern sitcom dressed depicting show twenty year ago hope gain nostalgic viewer something like happy day wonder year employ technique much effectively actually pleasure watch contrast horrible pathetic excuse show,0
really enjoy movie first time turner classic movie actor well brynner steal show like always sexy one movie see brynner emotion actually movie first ever seen laugh play strong larger life serious role movie movie see masculine tough sensitive side brynner brynner seems lady man movie amazing brynner eats glass cup speaks russian tongue drive crazy love understand brynner kerr good chemistry star movie together brynner always die end kind reminds king way,1
mess referring destruction title could go hackneyed plot lousy effect actually notable cast grimacing deliver worst line career etc say palm tree chicago last time checked leave br br hmmm need ten line get posted imdb ok well think dvd release outtake could interesting maybe dennehy reveal favor got called appear thing maybe dianne weist show u bag money must taken get involved maybe cbs exec apologize,0
love sarah water fingersmith worried tv adaptation disappointed bbc version tipping velvet although beautiful look let keeley hawes able sing rachael stirling able act fingersmith tightly plotted novel breath taking twist turn wondered could done justice hour br br worried adaptation excellent little cut went along cracking pace although wonder whether read book would miss thing look feel bbc classic costume drama kept remind contemporary book br br acting stellar sally hawkins acting heart sue trinder elaine cassidy slow burner end story incandescent maud lilley love passion realisation act betrayal would perform written face joy watch br br hope rachael stirling watching play sarah water character,1
um serious film troubled teen singapore country much knowledge previous wrong impression kid highly disciplined controlled family government well guess wrong like city country also troubled teen also lead surprising rebellious way life drug fight bad language many obvious sign bad boy surprising part film really kid running around causing others trouble rather subtle gayness hidden behind call loyalty bond brother may well originated unconscious gay tendency inside boy though uncommon str guy close friendship watch film closely entering sort gay film festival would surprised may win lot award toward direction,1
